link,number_of_rooms,number_of_bedrooms,number_of_bathrooms,area_type,area_value,occupancy,additional_features,year_built,parking_total,Title,Price,Location
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/21277124?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,538 sqft,2024-11-01,"Animals not allowed, Furnished",2024,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2060, Rue Peel, apt. 1503, 21277124 - Centris.ca","$2,500 /month","2060, Rue Peel, apt. 1503
Montréal (Ville-Marie)
Neighbourhood Golden Square Mile"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-verdun-ile-des-soeurs/27298948?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Gross area,"1,260 sqft",2024-06-07,N/A,N/A,Garage (1),"Condo / Apartment for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 150, Chemin de la Pointe-Sud, apt. 303, 27298948 - Centris.ca","$3,400 /month","150, Chemin de la Pointe-Sud, apt. 303
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Île-des-Soeurs"
https://www.centris.ca/en/houses~for-rent~ivry-sur-le-lac/18839718?view=Summary&uc=3,9 rooms,7 bedrooms (1 in basement),5 bathrooms and 1 powder room,Lot area,"172,109 sqft",2023-10-01,"Located on a lake, Navigable body of water",2004,"Carport (4), Driveway (8), Garage (6)","House for rent in Ivry-sur-le-Lac, Laurentides, 66, Chemin du Vieux-Club, 18839718 - Centris.ca","$6,000 /month","66, Chemin du Vieux-Club
Ivry-sur-le-Lac"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/14074861?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-09-01,N/A,N/A,N/A,"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 1665, boulevard Desmarchais, apt. 2, 14074861 - Centris.ca","$1,300 /month","1665, boulevard Desmarchais, apt. 2
Montréal (Le Sud-Ouest)
Neighbourhood Côte-Saint-Paul"
https://www.centris.ca/en/condominium-houses~for-rent~montreal-saint-laurent/16793088?view=Summary&uc=3,10 rooms,4 bedrooms,2 bathrooms and 1 powder room,N/A,N/A,2024-06-01,Near the REM,2022,Garage (2),"Condominium house for rent in Montréal (Saint-Laurent), Montréal (Island), 1893, Rue Suzanne-Coallier, 16793088 - Centris.ca","$3,500 /month","1893, Rue Suzanne-Coallier
Montréal (Saint-Laurent)
Neighbourhood Saint-Laurent West"
https://www.centris.ca/en/houses~for-rent~longueuil-saint-hubert/14414053?view=Summary&uc=3,8 rooms,3 bedrooms (1 in basement),2 bathrooms,Lot area,"7,503 sqft",2 days after acceptance of promise to rent,Basement 6 feet or +,1965,"Driveway (5), Garage (2)","House for rent in Longueuil (Saint-Hubert), Montérégie, 5790, boulevard Cousineau, 14414053 - Centris.ca","$2,650 /month","5790, boulevard Cousineau
Longueuil (Saint-Hubert)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/27789034?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,656 sqft,2024-07-01,"Animals not allowed, Near the REM",2017,Garage (1),"Condo / Apartment for rent in Montréal (Ahuntsic-Cartierville), Montréal (Island), 10050, Place de l'Acadie, apt. 1536, 27789034 - Centris.ca","$1,690 /month","10050, Place de l'Acadie, apt. 1536
Montréal (Ahuntsic-Cartierville)
Neighbourhood Nouveau Bordeaux"
https://www.centris.ca/en/houses~for-rent~blainville/28860829?view=Summary&uc=3,14 rooms,4 bedrooms (1 in basement),3 bathrooms and 1 powder room,Lot area,"9,268 sqft",15 days after acceptance of promise to rent,Basement 6 feet or +,2004,"Driveway (4), Garage (2)","House for rent in Blainville, Laurentides, 280, boulevard de Fontainebleau, 28860829 - Centris.ca","$4,990 /month","280, boulevard de Fontainebleau
Blainville
Neighbourhood East"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/21096417?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Net area,739 sqft,30 days after acceptance of promise to rent,"Animals allowed, Elevator, Furnished, Internet included, Near the REM","2022, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1180, Rue De Bleury, apt. 1404, 21096417 - Centris.ca","$4,514 /month","1180, Rue De Bleury, apt. 1404
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12814653?view=Summary&uc=3,3 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-10-18,"Furnished, Internet included","2023, New",N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1245, Rue De Bleury, apt. 4112, 12814653 - Centris.ca","$2,300 /month","1245, Rue De Bleury, apt. 4112
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~trois-rivieres/21673365?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom and 1 powder room,Net area,"1,103 sqft",2017-07-01,Elevator,2018,N/A,"Condo / Apartment for rent in Trois-Rivières, Mauricie, 9771, Rue Notre-Dame Ouest, apt. 100, 21673365 - Centris.ca","$1,500 /month","9771, Rue Notre-Dame Ouest, apt. 100
Trois-Rivières
Neighbourhood Pointe-du-Lac"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/11764432?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom,Net area,"1,096 sqft",3 days after acceptance of promise to rent,Animals not allowed,2011,Garage (1),"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 680, Rue De Courcelle, apt. 701, 11764432 - Centris.ca","$2,300 /month","680, Rue De Courcelle, apt. 701
Montréal (Le Sud-Ouest)
Neighbourhood Saint-Henri"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/12165060?view=Summary&uc=3,1 room,1 bedroom,1 bathroom,Gross area,602 sqft,15 days after acceptance of promise to rent,"Animals allowed, Smoking not allowed",2022,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 530, Rue Saint-Hubert, apt. 1705, 12165060 - Centris.ca","$2,110 /month","530, Rue Saint-Hubert, apt. 1705
Montréal (Ville-Marie)
Neighbourhood Old Montréal"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/21003444?view=Summary&uc=3,1 room,1 bedroom,1 bathroom,Gross area,600 sqft,According to leases,"Animals not allowed, Elevator, Near the REM",2023,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1051, Rue de la Montagne, apt. 1006, 21003444 - Centris.ca","$2,250 /month","1051, Rue de la Montagne, apt. 1006
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condominium-houses~for-rent~saint-bruno-de-montarville/26148131?view=Summary&uc=3,12 rooms,4 bedrooms (1 in basement),1 bathroom and 1 powder room,N/A,N/A,60 days after acceptance of promise to rent,Basement 6 feet or +,2018,Garage (2),"Condominium house for rent in Saint-Bruno-de-Montarville, Montérégie, 2150, Place des Tilleuls, 26148131 - Centris.ca","$3,200 /month","2150, Place des Tilleuls
Saint-Bruno-de-Montarville"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-saint-leonard/22627866?view=Summary&uc=3,15 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,2024-08-01,"Animals not allowed, Smoking not allowed, Adapted for reduced mobility, Semi-furnished",N/A,Garage (1),"Condo / Apartment for rent in Montréal (Saint-Léonard), Montréal (Island), 9025, Rue de Provence, 22627866 - Centris.ca","$2,900 /month","9025, Rue de Provence
Montréal (Saint-Léonard)"
https://www.centris.ca/en/condos-apartments~for-rent~laval-laval-des-rapides/9098351?view=Summary&uc=3,7 rooms,2 bedrooms,2 bathrooms,Gross area,"1,055 sqft",5 days after acceptance of promise to rent,"Adapted for reduced mobility, Semi-furnished, Internet included, Near the REM",2023,N/A,"Condo / Apartment for rent in Laval (Laval-des-Rapides), Laval, 1200, Rue de Royan, apt. 311, 9098351 - Centris.ca","$2,295 /month","1200, Rue de Royan, apt. 311
Laval (Laval-des-Rapides)"
https://www.centris.ca/en/houses~for-rent~saint-lazare/15966104?view=Summary&uc=3,12 rooms,4 bedrooms,3 bathrooms and 1 powder room,Lot area,"11,057 sqft",2024-09-01,Basement 6 feet or +,2019,"Driveway (6), Garage (1)","House for rent in Saint-Lazare, Montérégie, 901, Rue des Coccinelles, 15966104 - Centris.ca","$3,500 /month","901, Rue des Coccinelles
Saint-Lazare
Neighbourhood Grand Pré/Frontenac"
https://www.centris.ca/en/houses~for-rent~saint-adolphe-d-howard/20279000?view=Summary&uc=3,13 rooms,3 bedrooms,2 bathrooms,Lot area,"13,766 sqft",5 days after acceptance of promise to rent,"Located on a lake, Non-navigable body of water, Furnished, Internet included, Basement 6 feet or +",1976,Driveway (2),"House for rent in Saint-Adolphe-d'Howard, Laurentides, 251, Chemin Wildwood, 20279000 - Centris.ca","$3,000 /month","251, Chemin Wildwood
Saint-Adolphe-d'Howard"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27248958?view=Summary&uc=3,4 rooms,1 bedroom,1 bathroom,Net area,625 sqft,7 days after acceptance of promise to rent,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished",2018,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1188, Avenue Union, apt. 808, 27248958 - Centris.ca","$2,050 /month","1188, Avenue Union, apt. 808
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ahuntsic-cartierville/14279672?view=Summary&uc=3,8 rooms,2 bedrooms,1 bathroom,Net area,918 sqft,3 days after acceptance of promise to rent,Elevator,1984,Garage (1),"Condo / Apartment for rent in Montréal (Ahuntsic-Cartierville), Montréal (Island), 10755, Rue De Saint-Réal, apt. 307, 14279672 - Centris.ca","$1,850 /month","10755, Rue De Saint-Réal, apt. 307
Montréal (Ahuntsic-Cartierville)
Neighbourhood Nouveau Bordeaux"
https://www.centris.ca/en/houses~for-rent~westmount/10378921?view=Summary&uc=3,10 rooms,5 bedrooms (1 in basement),3 bathrooms and 1 powder room,Lot area,"4,105 sqft",2024-07-15,"Animals not allowed, Private yard, Private balcony, Basement 6 feet or +",1922,"Driveway (1), Garage (1)","House for rent in Westmount, Montréal (Island), 652, Avenue Roslyn, 10378921 - Centris.ca","$9,500 /month","652, Avenue Roslyn
Westmount"
https://www.centris.ca/en/houses~for-rent~lac-superieur/23358818?view=Summary&uc=3,14 rooms,4 bedrooms (2 in basement),3 bathrooms,Lot area,"60,050 sqft",2024-09-06,"Access to a lake, Basement 6 feet or +",N/A,Driveway (4),"House for rent in Lac-Supérieur, Laurentides, 565, Chemin du Refuge, 23358818 - Centris.ca","$4,800 /month","565, Chemin du Refuge
Lac-Supérieur"
https://www.centris.ca/en/condos-apartments~for-rent~mont-royal/19244966?view=Summary&uc=3,4 rooms,2 bedrooms,2 bathrooms,Net area,"1,200 sqft",2024-07-01,"Animals allowed, Smoking not allowed, Elevator, Semi-furnished, Near the REM",N/A,N/A,"Condo / Apartment for rent in Mont-Royal, Montréal (Island), 37, Avenue Roosevelt, apt. 204, 19244966 - Centris.ca","$2,645 /month","37, Avenue Roosevelt, apt. 204
Mont-Royal"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/14526251?view=Summary&uc=3,2 rooms,2 bedrooms,1 bathroom,Gross area,619 sqft,1 day after acceptance of promise to rent,"Elevator, Roof terrace, Fitness room, Bicycle storage area, Near the REM",2023,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 950, Rue Saint-Antoine Ouest, apt. 1502, 14526251 - Centris.ca","$2,450 /month","950, Rue Saint-Antoine Ouest, apt. 1502
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condominium-houses~for-rent~montreal-lasalle/18070026?view=Summary&uc=3,16 rooms,3 bedrooms,2 bathrooms and 1 powder room,N/A,N/A,According to leases,Semi-furnished,"Under construction, New",Garage (2),"Condominium house for rent in Montréal (LaSalle), Montréal (Island), 9440, Rue Clément, apt. 7, 18070026 - Centris.ca","$3,500 /month","9440, Rue Clément, apt. 7
Montréal (LaSalle)"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26622826?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,865 sqft,2024-08-01,"Animals not allowed, Smoking not allowed, Furnished, Near the REM",2010,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1625, Rue Clark, apt. 605, 26622826 - Centris.ca","$2,100 /month","1625, Rue Clark, apt. 605
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/houses~for-rent~carignan/25729027?view=Summary&uc=3,13 rooms,4 bedrooms (1 in basement),2 bathrooms and 1 powder room,N/A,N/A,2024-07-01,"Animals allowed, Smoking not allowed, Basement 6 feet or +",2019,Driveway (3),"House for rent in Carignan, Montérégie, 1435, Rue Isaïe Jacques, 25729027 - Centris.ca","$2,850 /month","1435, Rue Isaïe Jacques
Carignan"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-cote-des-neiges-notre-dame-de-grace/26357921?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,800 sqft,2024-08-01,"Pets allowed with conditions, Elevator, Internet included","Under construction, New",N/A,"Condo / Apartment for rent in Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Montréal (Island), 2185, Avenue de Hampton, apt. 205, 26357921 - Centris.ca","$2,500 /month","2185, Avenue de Hampton, apt. 205
Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)
Neighbourhood Notre-Dame-de-Grâce"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26759206?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,637 sqft,7 days after acceptance of promise to rent,Elevator,2018,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1188, Avenue Union, apt. 3606, 26759206 - Centris.ca","$2,099 /month","1188, Avenue Union, apt. 3606
Montréal (Ville-Marie)
Neighbourhood Central West"
https://www.centris.ca/en/condos-apartments~for-rent~laval-duvernay/24809614?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Gross area,"1,000 sqft",2024-09-01,Elevator,2022,Garage (1),"Condo / Apartment for rent in Laval (Duvernay), Laval, 4543, boulevard Robert-Bourassa, apt. 403, 24809614 - Centris.ca","$2,200 /month","4543, boulevard Robert-Bourassa, apt. 403
Laval (Duvernay)
Neighbourhood Val des Brises"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/15401420?view=Summary&uc=3,5 rooms,2 bedrooms,1 bathroom,Net area,952 sqft,30 days after acceptance of promise to rent,"Elevator, Fitness room",2010,Garage (1),"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 350, boulevard De Maisonneuve Ouest, apt. 703, 15401420 - Centris.ca","$2,550 /month","350, boulevard De Maisonneuve Ouest, apt. 703
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~laval-duvernay/20909044?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Gross area,580 sqft,2024-08-30,"Elevator, Semi-furnished, Private balcony, Fitness room",2023,Garage (1),"Condo / Apartment for rent in Laval (Duvernay), Laval, 3035, Avenue des Gouverneurs, apt. 108, 20909044 - Centris.ca","$1,600 /month","3035, Avenue des Gouverneurs, apt. 108
Laval (Duvernay)
Neighbourhood Val des Brises"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-le-sud-ouest/26106259?view=Summary&uc=3,6 rooms,3 bedrooms,1 bathroom,Gross area,"1,100 sqft",2024-07-01,N/A,2022,Driveway (1),"Condo / Apartment for rent in Montréal (Le Sud-Ouest), Montréal (Island), 2728, Rue de Reading, 26106259 - Centris.ca","$2,850 /month","2728, Rue de Reading
Montréal (Le Sud-Ouest)
Neighbourhood Pointe-Saint-Charles"
https://www.centris.ca/en/condos-apartments~for-rent~salaberry-de-valleyfield/24527179?view=Summary&uc=3,7 rooms,2 bedrooms,1 bathroom,N/A,N/A,2024-11-01,"Pets allowed with conditions, Smoking not allowed, Semi-furnished, Internet included",2024,Garage (1),"Condo / Apartment for rent in Salaberry-de-Valleyfield, Montérégie, 145, Rue Salaberry, apt. 206, 24527179 - Centris.ca","$1,650 /month","145, Rue Salaberry, apt. 206
Salaberry-de-Valleyfield
Neighbourhood Salaberry-de-Valleyfield"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/22812216?view=Summary&uc=3,10 rooms,4 bedrooms,2 bathrooms,Gross area,"2,021 sqft",30 days after acceptance of promise to rent,"Animals allowed, Elevator, Near the REM",1967,"Driveway (1), Garage (1)","Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 2600, Avenue Pierre-Dupuy, apt. 515, 22812216 - Centris.ca","$5,000 /month","2600, Avenue Pierre-Dupuy, apt. 515
Montréal (Ville-Marie)
Neighbourhood Cité du Havre"
https://www.centris.ca/en/condos-apartments~for-rent~candiac/19905207?view=Summary&uc=3,6 rooms,2 bedrooms,2 bathrooms,Gross area,"1,087 sqft",5 days after acceptance of promise to rent,Internet included,2019,Garage (1),"Condo / Apartment for rent in Candiac, Montérégie, 50, Rue d'Ambre, apt. 401, 19905207 - Centris.ca","$2,350 /month","50, Rue d'Ambre, apt. 401
Candiac"
https://www.centris.ca/en/houses~for-rent~montreal-verdun-ile-des-soeurs/22994221?view=Summary&uc=3,12 rooms,6 bedrooms (1 in basement),3 bathrooms,Lot area,"3,601 sqft",2024-07-01,Basement 6 feet or +,1947,Driveway (3),"House for rent in Montréal (Verdun/Île-des-Soeurs), Montréal (Island), 1641, Rue Leclair, 22994221 - Centris.ca","$5,475 /month","1641, Rue Leclair
Montréal (Verdun/Île-des-Soeurs)
Neighbourhood Verdun"
https://www.centris.ca/en/condos-apartments~for-rent~laval-chomedey/13015600?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,N/A,N/A,2024-04-01,N/A,1976,N/A,"Condo / Apartment for rent in Laval (Chomedey), Laval, 2555, Avenue du Havre-des-Îles, apt. 909, 13015600 - Centris.ca","$1,500 /month","2555, Avenue du Havre-des-Îles, apt. 909
Laval (Chomedey)
Neighbourhood Others"
https://www.centris.ca/en/houses~for-rent~saint-lazare/19667476?view=Summary&uc=3,10 rooms,3 bedrooms,1 bathroom and 1 powder room,Lot area,"2,166 sqft",2024-07-01,Basement 6 feet or +,2019,"Driveway (2), Garage (1)","House for rent in Saint-Lazare, Montérégie, 892, Rue des Grillons, 19667476 - Centris.ca","$2,350 /month","892, Rue des Grillons
Saint-Lazare
Neighbourhood Grand Pré/Frontenac"
https://www.centris.ca/en/houses~for-rent~laval-fabreville/25170504?view=Summary&uc=3,12 rooms,5 bedrooms (2 in basement),2 bathrooms,N/A,N/A,5 days after acceptance of promise to rent,Basement 6 feet or +,N/A,Driveway (2),"House for rent in Laval (Fabreville), Laval, 3860, Rue Mercédes, 25170504 - Centris.ca","$2,600 /month","3860, Rue Mercédes
Laval (Fabreville)
Neighbourhood East"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/27194220?view=Summary&uc=3,5 rooms,2 bedrooms,2 bathrooms,Net area,935 sqft,2024-07-01,N/A,2019,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 1188, Rue Saint-Antoine Ouest, apt. 2104, 27194220 - Centris.ca","$3,150 /month","1188, Rue Saint-Antoine Ouest, apt. 2104
Montréal (Ville-Marie)
Neighbourhood Central"
https://www.centris.ca/en/condos-apartments~for-rent~montreal-ville-marie/26946616?view=Summary&uc=3,5 rooms,1 bedroom,1 bathroom,Net area,548 sqft,2024-04-01,"Animals not allowed, Smoking not allowed, Elevator, Semi-furnished",2021,N/A,"Condo / Apartment for rent in Montréal (Ville-Marie), Montréal (Island), 628, Rue Saint-Jacques, apt. 1203, 26946616 - Centris.ca","$1,975 /month","628, Rue Saint-Jacques, apt. 1203
Montréal (Ville-Marie)
Neighbourhood La Cité du Multimédia"
